AVL,RB,B ONE,B FIVE,B TEN
43932,33,85,67,66
46743,34,88,64,66
45790,35,88,67,67
47162,34,98,67,65
47428,32,90,64,73
45624,34,94,72,67
46222,38,88,70,64
48026,33,96,65,71
48053,33,83,68,68
47905,33,94,69,65
47291,34,104,75,71
44487,34,94,65,70
48118,31,92,71,67
45461,34,100,70,70
47325,36,89,65,75
47948,31,94,67,66
48817,33,90,67,62
47115,34,93,66,59
47577,29,98,67,68
49112,34,98,64,62
46823,35,89,62,60
45795,33,88,66,63
46693,34,92,68,65
44582,34,89,69,64
44740,34,91,67,67
48187,35,92,64,63
47072,35,91,64,72
46039,31,92,66,65
47723,32,92,71,63
45206,38,100,68,63
46014,33,92,70,69
47992,33,95,67,69
44562,32,88,66,62
46762,33,87,64,61
46669,34,92,63,59
45344,31,88,63,65
47153,35,94,74,64
47111,33,96,66,64
45310,32,93,75,62
45139,33,85,62,61
45661,35,91,67,62
46603,34,91,65,62
48372,36,101,68,64
49473,35,92,70,63
47804,32,100,64,64
46943,34,85,70,68
47584,35,91,65,64
46503,35,86,65,63
45945,35,97,68,69
47070,31,90,64,66
49085,34,96,77,69
47263,35,86,63,61
47684,31,92,68,67
45357,36,103,69,69
47584,33,95,68,63
45837,33,88,64,60
46630,36,94,62,63
46576,27,94,67,64
46910,34,87,63,61
47706,36,85,67,59
48667,37,88,71,61
46336,32,90,64,67
48849,35,92,65,65
47158,33,95,66,62
47959,36,92,64,65
47147,36,93,68,66
47605,38,97,63,64
47147,32,104,65,66
48195,38,102,66,64
47037,33,91,67,64
47338,35,88,69,63
46782,36,100,64,63
46271,31,95,71,66
47482,35,101,64,61
47815,36,98,66,72
47058,31,83,63,59
45609,36,87,77,59
47624,33,109,63,61
46013,33,98,63,65
46689,35,89,65,63
47195,35,92,62,64
47084,35,98,69,63
48419,33,97,65,65
47220,34,94,66,65
44278,33,91,69,67
46681,36,92,68,63
47002,33,90,71,63
44999,35,98,73,70
49266,37,91,68,65
49391,37,91,70,64
47784,35,98,66,63
46562,33,84,65,66
47679,34,96,64,64
48747,37,98,66,68
46629,33,91,62,63
47540,35,93,68,65
45969,33,92,67,70
47563,34,93,66,61
47289,31,87,73,66
46959,35,94,71,69
47450,37,92,64,66
46540,35,98,64,67
46970,33,106,62,59
47328,37,84,65,63
47876,33,89,74,69
48998,32,94,63,59
46967,33,92,64,66
48476,33,91,66,61
47273,36,86,71,63
45308,33,94,70,67
46992,34,91,63,61
47903,32,98,73,63
46310,36,92,62,66
46997,30,91,63,70
47397,33,92,66,62
46333,34,92,68,65
48667,33,97,67,61
47911,38,98,68,65
47688,33,95,65,66
48106,31,91,67,64
48813,31,89,74,64
47943,36,97,70,71
48104,32,84,65,62
45715,37,93,65,61
48321,35,99,68,60
48371,33,96,65,60
47769,38,101,66,62
46144,34,88,65,81
49384,37,92,65,69
47075,38,88,64,61
48165,37,98,64,70
46376,35,89,69,64
49581,34,91,65,70
48975,35,87,72,64
47509,33,95,65,63
48025,31,91,67,62
48047,34,89,66,61
46907,34,90,71,64
47502,35,93,63,63
46868,34,88,65,62
49304,34,93,73,68
49092,33,92,60,63
47623,38,92,65,68
47707,34,96,61,69
46530,37,94,66,64
46695,35,91,62,60
46560,36,89,66,62
46239,36,91,69,70
47869,36,94,64,62
46304,34,90,64,65
45410,35,90,64,64
49124,32,88,72,61
48225,36,101,68,70
45729,32,91,63,61
47626,33,97,66,67
48546,32,94,63,61
47232,33,96,70,67
46593,32,94,67,65
47814,36,93,65,68
48419,38,97,65,63
47675,34,89,70,66
47768,35,91,65,63
48351,36,88,69,65
48405,33,86,66,61
49194,34,99,66,70
47402,34,103,72,62
45513,32,100,64,65
47988,37,94,66,65
48539,31,90,68,62
48220,34,97,67,61
48760,34,101,69,65
47991,32,96,64,68
48404,36,94,65,69
47381,33,96,65,61
46428,37,95,67,68
47215,32,87,65,63
48707,37,101,68,65
49187,36,90,69,69
50096,32,112,69,66
46913,31,87,72,64
45946,34,93,64,64
48740,34,90,65,62
49117,33,98,66,63
48581,33,94,64,70
48578,32,86,69,62
49224,34,95,63,63
47566,34,102,66,68
46007,32,91,66,68
48799,32,99,66,61
45562,34,112,71,70
48813,35,106,65,72
48777,34,90,65,62
48544,32,96,70,66
48788,35,96,65,69
49775,33,89,64,61
49004,36,97,67,64
49577,35,93,66,66
47093,34,95,64,68
48280,33,99,67,66
49065,36,90,72,65
47579,30,88,63,62
48048,35,94,67,66
49597,37,91,63,60
48348,34,87,67,62
48153,32,88,68,61
47525,35,86,61,73
48784,34,95,64,64
48957,32,89,66,66
49558,34,87,70,67
46992,33,87,70,64
46109,35,94,71,70
49006,33,98,69,70
49666,32,96,64,64
48084,34,87,69,68
50028,35,88,64,60
48296,33,90,70,66
47697,34,101,63,62
46614,32,98,73,63
48173,35,92,63,67
46779,34,94,62,62
47724,34,87,67,68
49546,33,94,65,64
48756,33,104,69,64
48919,33,89,64,61
49081,33,89,74,59
49071,36,98,73,75
47353,34,91,68,68
47570,36,92,62,65
47196,32,97,68,74
49074,34,85,69,68
48929,34,90,68,70
48425,32,87,66,62
48079,32,94,68,63
48532,37,103,70,68
48316,33,91,65,62
46401,35,94,68,60
49824,34,86,71,68
49483,36,92,71,65
47770,35,95,61,60
47993,32,104,68,67
47533,34,106,73,66
47716,31,92,64,65
47750,31,92,68,64
47687,32,88,64,62
48939,34,101,65,64
47422,34,90,68,69
49750,35,92,67,67
48898,30,99,68,67
45702,37,103,69,61
47219,31,93,67,64
47396,31,98,68,69
48853,35,92,68,63
47307,35,90,63,60
47052,37,86,76,69
46274,34,91,72,65
48592,33,88,76,63
45438,32,92,66,63
46445,34,97,72,72
48559,30,102,70,65
48510,30,95,67,62
50303,34,85,66,66
48172,36,96,65,67
46884,33,98,64,62
46890,31,88,78,75
48419,32,96,66,62
46610,34,102,63,61
49996,32,83,63,58
49238,36,95,62,61
49641,33,90,72,66
47868,35,97,65,61
48772,32,97,73,69
48570,34,95,68,72
49485,36,93,68,70
49483,31,90,68,66
46988,32,89,62,65
47407,33,87,71,66
47350,31,97,63,60
49029,33,94,67,68
48517,35,90,69,67
49203,33,85,63,60
48709,36,93,67,70
46707,33,96,69,62
47947,35,91,65,64
48717,34,90,64,61
46672,34,98,69,64
49263,35,99,70,70
46999,33,112,67,64
50165,34,94,66,74
48794,35,101,67,66
47695,36,89,65,67
47681,33,86,62,62
46711,32,96,68,67
46700,32,98,66,64
47100,31,93,67,64
46504,38,98,63,60
48809,33,91,65,63
47306,37,99,64,63
50535,32,83,65,69
47605,35,100,74,68
48406,35,100,63,62
47889,32,92,66,69
50918,35,95,71,63
48694,34,91,66,65
47816,34,89,68,69
46477,36,90,67,63
48001,34,102,65,63
51277,37,91,66,63
49894,31,91,67,62
48151,32,92,72,63
49421,36,98,70,59
48941,31,101,67,71
49064,34,87,69,65
50202,32,94,68,73
49897,35,90,65,64
48761,34,99,73,66
47872,36,98,67,69
51548,36,87,65,67
49004,33,88,69,71
49400,34,95,74,62
49240,32,93,64,63
48840,32,92,67,62
49813,33,91,69,67
48524,34,90,65,64
48880,33,85,64,60
50573,34,105,66,61
48015,34,90,68,64
47729,36,89,68,64
46118,33,95,69,63
47944,33,96,70,64
50758,33,104,68,64
49498,34,92,71,68
48564,35,98,67,69
47206,37,94,70,63
51533,33,89,67,63
48273,34,92,63,62
50429,32,92,70,61
48550,34,107,72,64
47749,31,99,67,69
49217,35,92,73,69
49631,35,103,66,64
49643,35,95,65,63
50219,36,95,69,63
50665,36,93,68,64
47929,35,95,73,69
49121,33,95,71,64
49795,34,95,65,63
49302,37,110,64,63
49329,32,93,62,60
50070,35,98,69,64
49481,32,91,63,66
49441,33,96,62,64
46086,32,96,72,68
50116,33,90,63,61
51703,34,86,61,64
50601,35,94,69,67
49470,34,99,71,66
48430,29,95,67,67
47606,35,84,65,64
48407,35,92,67,63
50551,30,98,65,62
48127,33,85,62,60
47817,31,84,60,55
47180,36,93,64,65
49594,35,99,68,69
49321,32,88,66,68
50787,32,86,66,63
49821,34,94,63,64
49019,33,103,69,70
46868,39,95,66,70
50492,31,89,66,65
50392,32,100,65,62
48472,34,95,67,70
49349,35,85,68,60
48764,33,93,72,65
50458,31,85,65,63
47679,33,100,70,69
48685,32,102,71,66
46836,35,96,62,65
49038,38,91,65,59
48544,34,99,63,64
49499,32,93,65,61
49971,33,96,67,73
48463,31,100,67,68
48994,33,94,74,64
48281,32,97,65,65
48884,34,92,64,65
48215,32,93,66,63
48929,35,91,65,65
50343,34,99,67,69
48859,34,90,67,62
48134,34,86,64,61
51241,37,94,65,61
48674,33,103,70,72
51010,35,91,65,61
46441,34,98,66,64
49847,35,92,67,65
51308,34,94,68,63
49772,33,97,62,67
49341,30,97,69,71
48043,31,93,68,63
49452,36,98,65,67
47799,32,89,69,65
48579,36,105,66,65
49436,35,93,70,67
49668,35,85,61,59
49702,36,96,68,65
48515,30,89,67,65
47847,33,100,64,61
46997,30,91,64,64
50141,35,98,66,65
49598,33,101,65,63
46622,33,93,68,61
50000,35,91,64,63
49454,32,89,70,61
49917,32,103,65,75
51994,32,84,69,69
49961,33,85,69,62
51087,34,89,65,61
48548,34,92,69,70
51927,33,99,70,71
47997,35,106,68,65
51769,35,88,69,61
50252,32,95,68,64
49005,32,99,62,63
47863,34,89,64,61
48028,33,100,70,67
49630,34,89,69,67
48600,37,90,64,62
51078,34,102,74,68
46549,36,96,64,60
48252,30,96,67,66
47703,34,91,67,66
51426,37,101,63,64
49975,36,99,69,67
50093,33,93,66,64
50615,30,84,66,61
49363,36,88,64,63
50670,33,88,73,62
47231,38,91,71,62
50627,34,104,64,69
49587,34,86,64,64
50581,32,94,66,72
50259,34,87,66,59
49129,35,98,67,65
47743,34,94,70,65
48361,33,95,70,71
48459,37,97,67,69
51118,36,99,65,71
49198,33,90,72,62
49288,32,96,67,63
50126,33,93,67,63
52092,36,87,68,62
51577,33,88,67,67
51069,31,88,62,62
48454,35,88,73,68
50900,35,89,64,61
47956,32,92,70,68
49186,33,91,69,64
47139,33,86,65,66
49324,35,99,69,61
50518,33,96,70,62
50144,38,100,75,66
46961,34,93,69,67
49993,32,92,74,68
50765,35,94,73,65
49913,30,88,68,63
48498,35,98,64,61
47302,34,92,65,61
48450,36,91,65,62
49164,37,88,65,69
49133,35,103,72,64
49292,34,101,71,69
48415,31,93,67,69
48997,37,91,63,60
50778,35,89,71,60
49934,38,88,70,63
51496,32,93,63,66
50373,37,97,66,63
51829,34,95,68,70
49762,31,98,66,64
49543,37,88,74,67
48113,34,89,64,70
47945,35,91,72,66
48855,33,98,65,64
50371,34,92,66,66
48224,31,94,69,72
49974,34,96,68,63
49542,34,89,62,61
51425,33,97,65,66
48422,33,101,68,63
48088,35,90,65,62
48796,32,111,77,63
49900,34,94,67,62
48490,32,90,64,59
51543,35,90,65,67
51158,33,93,68,66
52052,33,97,64,67
50708,33,87,71,65
49859,34,96,67,64
50022,37,105,69,63
52775,33,95,64,70
48392,38,100,66,76
49307,32,91,74,64
50232,34,92,69,66
47939,36,96,68,61
49406,35,95,68,71
49929,33,89,63,65
49393,34,95,71,68
52678,38,87,64,65
49145,32,97,66,62
49621,34,96,64,65
50091,34,98,69,69
49775,31,87,65,62
50268,33,92,62,63
52439,32,89,72,59
48471,33,97,66,64
48863,38,108,63,68
51280,34,96,62,63
50464,36,98,65,70
51297,33,99,66,69
49583,36,91,74,65
52455,35,92,70,60
50365,34,89,67,68
51414,30,94,63,65
50340,32,94,68,67
50046,34,97,64,68
52105,36,92,64,69
51765,33,90,65,63
51677,34,93,69,63
47926,35,102,65,65
49986,34,92,64,63
49669,30,86,74,63
49098,36,95,64,63
51779,35,87,74,64
51135,35,91,68,68
50225,35,88,63,66
49670,36,97,62,70
48941,37,99,62,64
49955,31,88,70,64
51370,32,109,67,66
47705,35,95,64,71
49995,36,92,67,61
50213,32,86,63,61
48357,32,88,66,62
52745,33,98,65,70
51111,36,92,66,66
51399,33,95,64,62
47954,33,91,64,62
48648,33,89,65,70
48534,32,93,68,64
50721,36,91,73,72
49800,35,92,65,61
48054,32,99,66,65
48619,36,93,62,63
51645,32,103,70,62
49525,31,100,68,67
48567,33,88,62,61
48792,35,94,76,65
51826,33,103,67,70
49242,34,99,66,61
51420,36,92,67,62
50224,35,105,72,63
50225,31,91,69,63
49319,32,100,68,66
51562,36,97,67,73
50941,33,100,71,76
50852,32,91,65,62
49828,35,92,67,61
50210,33,99,65,60
49202,36,97,74,62
50503,33,99,67,65
48741,34,94,67,66
50376,32,93,66,67
51278,34,106,75,71
51048,35,90,69,59
49084,36,99,75,62
49283,33,87,64,65
50286,35,97,65,63
50501,36,92,76,64
49315,35,88,67,64
51675,33,94,69,64
50950,34,100,66,63
49771,35,88,63,66
51490,32,101,65,62
52666,35,102,68,64
52086,36,94,66,70
49401,35,103,66,68
50861,34,99,68,75
49821,33,108,65,65
49027,33,87,64,65
51754,33,89,64,63
48957,33,88,69,62
50602,35,93,68,67
49395,32,87,65,63
52591,32,97,66,63
51664,35,94,69,64
50643,35,92,67,71
51617,35,91,72,68
50541,33,94,66,67
49484,34,90,63,65
50705,35,93,68,61
52172,36,98,74,68
50772,34,90,68,67
51120,35,96,71,67
50584,35,92,70,66
50186,35,100,65,62
53518,34,107,66,63
51465,34,95,72,63
47923,33,91,69,63
50210,33,93,67,68
52671,30,93,64,58
50161,33,100,62,63
50148,34,92,70,63
52024,37,89,67,62
50573,32,93,66,64
50976,35,101,68,64
51452,34,92,69,63
50562,34,95,68,72
51111,36,101,72,61
51365,36,91,65,66
49419,29,89,67,62
49920,32,99,64,63
48640,36,95,73,65
50363,37,99,65,64
50650,36,94,66,61
50522,33,92,65,62
48470,33,100,74,68
51559,31,93,66,66
51580,37,96,65,61
48178,34,90,69,66
48533,33,93,66,68
50076,31,89,66,66
49041,32,92,63,63
50009,36,94,68,66
51234,33,89,67,62
50287,35,89,66,65
50971,32,105,68,65
50644,31,94,66,65
48951,36,97,66,64
49928,34,92,64,68
51063,33,91,66,62
49481,35,95,68,66
51914,34,89,67,64
50574,33,97,70,69
50863,33,96,67,63
49424,32,94,65,67
51349,35,88,65,66
50340,34,98,65,65
51130,31,95,66,60
49956,37,95,66,64
52858,35,99,65,62
51765,35,90,67,61
53282,34,102,73,65
51451,35,86,63,64
50335,33,101,69,63
49084,32,92,61,63
51218,32,88,66,60
53038,33,90,65,68
51117,36,90,66,69
49400,36,86,74,65
50530,34,98,73,64
49969,40,94,76,71
49625,36,95,66,71
49942,35,94,65,66
50480,34,96,69,64
51243,32,89,70,66
48680,38,91,62,66
50517,33,89,74,64
49217,31,90,67,65
51056,32,97,79,66
51099,34,91,73,63
49087,36,95,66,65
50789,34,92,69,72
51189,37,112,63,64
50601,39,93,66,60
51191,35,93,63,59
51662,33,92,68,66
52600,34,95,68,73
50113,37,106,69,65
51792,31,95,64,65
51022,34,94,65,63
50515,32,92,65,66
49966,35,94,69,65
50785,34,93,71,70
48537,37,100,65,73
50699,34,94,67,62
52098,31,97,65,63
50699,33,98,73,68
51001,36,111,69,61
51231,32,109,73,68
51596,36,98,63,62
50099,34,91,63,70
50990,33,92,67,65
50135,36,94,76,63
51075,34,86,63,63
49707,32,88,64,63
51846,37,91,64,62
50489,35,101,64,62
48528,35,94,63,62
50081,34,94,64,72
51265,34,98,66,66
53161,35,101,68,61
53329,32,90,73,65
50890,35,92,73,65
52465,34,94,75,66
52353,34,85,64,64
53441,35,94,68,66
50342,35,89,65,66
49695,34,86,62,61
51444,33,94,66,61
51611,35,93,68,69
51059,34,93,71,64
53647,37,93,63,64
51749,37,98,72,68
50505,35,91,71,62
51178,37,102,65,65
50898,37,91,70,67
51821,33,91,64,63
50305,33,104,69,68
50226,33,92,68,66
49527,33,94,67,64
48686,37,96,63,64
50468,35,93,66,66
51733,34,111,65,63
50321,36,98,67,61
51156,33,94,65,59
52901,31,89,67,61
52321,34,97,67,65
49258,37,91,63,65
51574,32,91,64,66
52673,36,98,64,66
53036,37,88,63,68
50130,34,94,70,67
49817,36,99,69,72
52687,34,99,68,69
49742,34,90,65,63
50719,35,95,66,65
51528,34,92,65,68
49615,36,90,67,65
52245,33,94,68,62
53999,36,95,67,61
52775,31,92,66,66
49792,37,87,66,62
51987,36,89,68,63
51904,38,98,67,61
52841,36,101,79,65
50506,33,102,70,63
52914,33,105,68,67
51690,35,86,76,64
50609,32,91,66,63
53171,34,84,59,58
52400,35,91,69,61
50656,37,107,67,62
52095,34,93,71,67
49264,34,87,69,66
50915,32,92,66,65
50703,38,95,66,62
51343,33,99,72,65
52424,33,94,73,66
52267,34,92,71,61
52738,36,90,66,62
49739,32,97,66,63
49843,34,94,66,62
50039,34,92,72,67
48870,34,94,68,65
50711,36,90,63,63
50860,37,93,68,58
52271,34,99,70,67
51281,34,90,67,68
52266,31,91,65,64
51889,34,87,64,65
52679,34,91,65,64
52220,36,97,68,62
53852,36,99,65,64
50970,33,88,66,64
52778,32,92,65,65
50837,34,95,67,62
51584,34,92,70,65
50861,33,89,63,58
53509,33,95,75,62
49534,34,101,68,65
51440,33,90,66,62
51047,34,88,62,64
50331,34,94,65,66
48882,38,89,65,68
53080,37,92,63,62
50510,31,94,72,62
50560,36,91,67,63
52155,35,93,65,63
52922,34,87,64,62
52006,33,91,65,68
50458,34,92,65,61
52190,33,106,67,62
53483,38,93,65,64
49651,31,91,63,62
51532,35,96,68,62
50379,34,90,64,64
51265,34,91,65,63
51682,32,109,66,69
50998,35,106,67,68
52171,34,98,66,63
50881,32,91,64,63
52372,36,90,63,63
52538,31,100,70,68
52847,35,96,69,63
51736,33,88,65,63
50663,34,91,63,63
49945,35,93,68,65
50998,37,94,65,69
50596,33,89,67,62
53770,32,106,63,72
49771,35,101,69,73
52664,32,88,68,63
51731,34,92,69,63
50736,36,89,62,63
51245,34,91,64,60
51001,32,92,67,65
50364,35,101,68,71
51379,34,95,73,70
50425,35,96,65,69
52654,36,93,70,65
54423,37,92,66,68
50033,33,92,66,66
51385,34,88,64,68
50953,33,97,62,60
51771,33,89,62,64
51789,35,86,64,59
52228,36,90,70,65
53171,31,93,66,62
50535,36,85,63,59
53284,36,93,72,65
52355,34,88,74,67
52285,32,101,65,68
50322,36,90,70,72
51641,36,97,71,63
52003,36,90,63,65
50707,32,98,68,65
50741,34,103,70,64
53002,35,98,68,62
51786,32,95,65,65
50226,31,98,66,63
51519,33,91,63,62
50485,34,99,70,69
54002,32,91,65,62
52811,37,97,66,62
51516,33,89,67,64
50596,34,104,65,64
50434,36,99,66,62
52203,36,98,69,66
52483,33,94,75,61
52751,32,93,70,65
50652,37,100,63,65
51040,37,103,72,65
52435,33,88,67,68
53514,32,91,69,67
52938,33,96,66,64
53179,38,94,64,71
51873,37,90,64,64
50226,34,91,64,63
52748,34,94,62,65
53780,34,94,72,69
53053,34,91,65,59
52206,35,92,66,61
52085,35,95,63,62
53361,34,91,69,63
51176,33,97,64,63
52403,33,91,68,62
51682,33,92,62,60
52586,31,96,67,67
51285,35,91,65,62
52156,34,91,69,62
53147,30,91,73,61
51816,34,88,65,60
52934,31,97,76,65
49392,32,87,64,59
52727,33,93,70,61
53394,34,90,64,71
51711,35,87,69,64
53405,37,96,69,64
52521,35,91,66,64
52385,36,97,71,67
52538,33,96,66,65
54732,33,97,69,66
52309,36,87,66,65
53129,33,87,73,65
50590,38,104,68,72
52547,35,99,67,67
53647,36,86,61,61
53165,30,91,64,64
53158,34,89,64,64
51802,36,103,68,63
52978,34,99,65,62
55247,36,102,65,65
52329,35,93,64,67
52510,34,91,71,67
52935,34,89,66,61
50962,34,95,65,66
52198,38,90,66,68
52982,34,101,67,72
52742,36,94,66,69
52193,33,105,61,66
50910,31,88,62,62
52500,34,96,78,68
51185,33,88,74,66
52542,33,99,69,72
51873,36,102,67,68
51627,32,93,65,67
53147,31,109,67,65
53608,37,91,62,60
51619,34,93,66,62
51471,35,95,67,61
49868,35,90,68,66
51539,37,94,65,63
54788,36,93,64,70
53148,31,90,63,62
52089,34,95,65,66
50436,34,104,73,67
49498,35,102,67,70
53796,33,91,67,65
49535,38,93,66,64
51242,32,100,71,65
52167,32,100,65,77
51254,31,95,74,70
52074,34,96,68,64
52230,36,93,66,66
52447,33,90,69,64
50386,34,97,66,65
53753,34,92,76,73
52397,34,92,66,69
51065,35,88,69,62
51498,34,102,73,68
52985,35,92,63,61
52368,37,96,67,62
52913,35,88,71,68
50623,35,93,67,66
51241,37,108,67,68
52090,35,94,65,65
51425,37,100,65,69
54225,36,88,68,68
52718,33,83,59,60
50631,33,93,64,67
53028,33,90,64,67
52911,34,100,68,64
53700,35,96,62,64
52911,34,92,68,68
51933,35,95,66,69
52172,33,92,67,68
52229,33,100,71,71
52476,36,112,71,66
54415,34,106,65,64
52413,35,93,69,69
51785,36,89,65,62
50267,32,103,68,67
51888,36,88,62,59
53443,34,97,67,65
51378,35,94,69,67
50364,35,86,61,64
52780,31,96,63,70
53600,36,97,71,68
52912,37,89,70,68
52360,37,96,75,75
51393,33,93,66,68
51742,33,100,64,59
53601,32,94,69,63
52466,31,95,63,64
50325,34,92,71,68
52545,34,97,69,67
52519,33,93,68,69
53198,35,90,66,66
54329,34,90,71,62
51809,31,92,67,68
52101,36,96,70,69
52042,34,94,68,64
52390,34,111,69,65
51985,36,99,68,63
52876,33,94,66,62
49410,35,97,73,73
52177,34,94,70,63
52483,34,95,64,58
52235,33,92,67,59
51314,36,94,69,67
52980,35,93,60,60
50322,33,96,63,63
52567,34,99,71,66
51389,38,95,70,66
55800,33,93,67,67
51336,30,92,69,66
51784,32,89,68,64
55478,36,88,70,66
53014,32,88,65,68
52313,36,111,65,67
53499,38,91,64,62
53147,33,91,64,67
51445,33,99,65,63
53507,34,84,67,64
52529,33,92,63,63
51112,36,104,65,70
51952,34,91,66,57
52892,36,93,65,62
53961,33,110,75,68
53099,33,99,63,66
52803,34,98,69,65
55251,38,96,63,65
51647,33,99,69,67
51696,35,100,68,72
55920,32,88,67,65
52349,35,91,68,61
53152,35,98,71,64
53402,33,101,71,69
52755,33,98,66,64
54598,32,87,73,63
54053,33,94,64,70
55434,34,99,75,67
54797,35,97,68,62
53778,34,100,70,67
53351,32,97,67,67
51927,34,91,63,60
50618,36,91,64,65
53213,32,88,66,61
52907,34,91,64,62
53227,34,95,65,70
54312,34,94,67,66
53284,36,96,63,62
51870,35,87,71,64
51856,34,103,67,68
52075,37,92,69,72
53949,33,90,66,63
51922,34,93,67,74
55019,33,91,65,69
51815,33,98,66,62
51459,33,94,71,63
51677,31,104,63,65
53562,35,101,65,62
51326,33,98,66,67
52867,34,91,62,65
52685,37,94,60,66
54474,38,88,68,64
54422,37,101,65,67
52460,32,99,69,64
53013,34,92,67,64
53353,32,96,66,72
55290,33,98,65,65
54577,33,96,71,64
53019,35,90,64,64
52475,35,92,66,62
54466,35,104,77,64
52675,37,95,73,64
52141,32,94,68,75
54862,34,90,66,64
54909,32,96,68,71
52453,33,94,63,65
52757,32,95,67,69
54423,34,94,66,60
51167,33,98,68,66
51781,36,100,76,63
52091,36,91,65,66
53161,36,94,68,67
52760,33,97,71,61
54586,36,98,64,63
54339,34,97,69,66
53999,36,89,72,68
51748,36,95,67,66
53621,35,100,64,62
53629,32,98,64,74
54384,34,96,67,61
54616,35,99,72,73
55046,39,94,68,62
53746,35,88,61,59
55121,32,91,63,64
54667,37,89,67,62
54448,37,102,71,78
55796,32,98,62,64
52204,31,88,67,62
52641,31,97,65,68
53629,35,92,65,62
54909,37,96,66,69
53212,33,90,66,59
51943,33,94,64,61
52296,34,90,64,67
55139,33,88,67,67
54374,35,99,71,65
53113,35,102,66,69
56602,38,104,71,68
55093,34,91,64,65
52100,41,104,63,65
53163,33,100,69,69
52171,32,95,68,62
55010,38,88,65,69
53913,32,89,65,66
53533,34,89,69,65
53998,36,94,68,61
55277,35,101,64,64
52309,33,92,73,68
53305,34,90,69,60
54586,37,91,69,60
55602,33,103,76,71
56452,35,106,64,69
52024,35,88,70,60
54167,35,94,64,63
53481,36,88,70,63
53322,34,89,64,58
55592,34,91,67,61
53718,34,90,69,67
55138,38,93,68,61
53553,39,102,68,68
53158,35,100,64,67
54337,35,95,64,65
53642,33,109,74,67
51602,36,91,70,67
55620,34,101,69,63
53198,32,92,67,66
52029,34,88,65,59
51536,37,92,64,64
55785,33,93,62,64
53305,31,92,65,67
53687,34,95,63,61
54092,31,92,73,59
53684,34,94,68,68
54053,33,92,63,64
54119,37,101,68,69
51064,37,95,64,73
52159,34,97,65,69
54323,34,108,73,65
53937,37,86,62,62
51455,35,98,66,66
56976,38,99,64,73
51626,32,102,65,67
52304,34,95,67,69
52440,33,100,68,61
52784,33,96,70,63
52952,34,91,67,77
53203,35,95,62,64
53144,33,93,66,62
54805,36,88,65,65
55269,36,89,61,68
53074,37,89,65,68
56176,35,94,73,65
55849,35,93,64,65
54642,35,94,66,69
52125,33,89,66,65
54440,34,92,70,66
54011,35,100,65,66
52786,34,91,63,60
54847,35,102,63,62
53380,36,90,70,62
52698,30,94,67,62
51982,32,87,66,62
51450,33,99,69,66
52586,32,103,68,66
51371,36,98,66,73
52526,34,88,69,64
53138,33,103,63,63
53332,35,111,66,62
53428,35,97,68,74
51453,38,100,70,66
53666,34,93,66,65
50603,34,95,65,62
56436,37,95,65,71
52399,36,89,76,67
52923,32,91,66,63
52378,37,96,70,65
55426,32,88,64,61
56097,34,87,63,71
54524,35,95,67,62
52609,39,96,66,64
52288,35,92,65,63
55219,30,102,65,67
55703,34,100,69,62
52758,31,95,70,63
56549,32,95,68,62
53070,38,98,76,65
54951,35,87,75,65
54748,34,113,63,66
52423,34,90,66,61
53272,34,105,70,64
55124,32,91,68,68
54873,34,88,65,64
56890,34,105,68,74
54353,33,96,65,62
55260,36,96,76,64
53557,33,96,71,65
52691,37,97,72,69
52970,37,94,67,61
52672,34,95,65,65
52715,34,95,71,62
52608,34,91,69,60
54302,29,87,67,72
53848,32,96,73,71
53282,38,91,64,59
54654,31,100,72,68
56004,35,102,73,65
52103,36,104,69,66
55574,37,104,65,67
53653,37,103,74,76
53917,37,89,72,66
53998,32,93,72,73
53936,36,93,63,64
52523,34,97,72,65
53013,35,90,64,64
53878,35,95,71,72
54441,35,97,70,62
52015,36,99,65,67
55027,35,92,61,60
55095,33,99,66,65
56212,35,107,75,68
55959,31,93,67,62
53612,34,92,65,68
54331,33,84,63,68
54871,36,89,66,67
53168,33,95,66,69
54475,33,92,65,66
53314,34,102,71,62
54444,32,89,60,60
55338,31,103,68,74
51518,33,93,71,71
54113,35,96,64,62
55182,35,109,66,64
55362,34,106,71,67
53264,32,87,69,63
53656,34,94,70,62
55278,33,92,67,62
54136,33,90,63,62
53635,36,109,66,64
53340,39,89,63,60
54249,34,95,70,67
55366,35,102,75,64
55109,31,94,72,60
54035,35,96,63,65
53221,35,94,65,70
54411,34,97,65,63
55835,32,93,65,66
54722,34,100,70,64
55851,34,92,63,59
54170,34,95,63,63
53423,35,95,69,68
53297,34,92,66,62
55476,34,98,66,61
53722,34,91,65,65
53773,32,99,68,68
55654,32,100,71,67
55392,35,98,68,69
55982,32,94,67,65
54572,31,91,65,63
55242,34,111,67,64
55997,36,94,70,64
55749,33,86,63,65
54940,36,92,70,70
53751,33,103,69,64
57175,32,87,63,63
55364,37,101,67,66
55326,36,102,65,60
53643,38,95,66,67
54030,33,96,69,68
55181,37,99,65,67
53593,33,89,62,65
53913,35,97,67,67
54355,33,93,66,62
55209,36,102,64,65
57423,34,96,68,66
53976,34,92,64,64
54043,37,95,72,70
54710,34,100,66,65
53598,36,93,65,63
53779,36,90,70,65
54306,33,91,63,59
52394,38,95,68,64
54400,37,95,64,62
55173,31,107,67,64
52997,37,94,67,69
52923,32,90,65,66
